fetch_date,seasonsWithEdgeStats,sogSummary,sogDetails,player.id,player.firstName.default,player.lastName.default,player.birthDate,player.shootsCatches,player.sweaterNumber,player.position,player.slug,player.headshot,player.goals,player.assists,player.points,player.gamesPlayed,player.team.commonName.default,player.team.placeNameWithPreposition.default,player.team.placeNameWithPreposition.fr,player.team.abbrev,player.team.teamLogo.light,player.team.teamLogo.dark,topShotSpeed.imperial,topShotSpeed.metric,topShotSpeed.percentile,topShotSpeed.leagueAvg.imperial,topShotSpeed.leagueAvg.metric,topShotSpeed.overlay.player.firstName.default,topShotSpeed.overlay.player.lastName.default,topShotSpeed.overlay.gameDate,topShotSpeed.overlay.awayTeam.abbrev,topShotSpeed.overlay.awayTeam.score,topShotSpeed.overlay.homeTeam.abbrev,topShotSpeed.overlay.homeTeam.score,topShotSpeed.overlay.gameOutcome.lastPeriodType,topShotSpeed.overlay.periodDescriptor.maxRegulationPeriods,topShotSpeed.overlay.periodDescriptor.number,topShotSpeed.overlay.periodDescriptor.periodType,topShotSpeed.overlay.timeInPeriod,topShotSpeed.overlay.gameType,skatingSpeed.speedMax.imperial,skatingSpeed.speedMax.metric,skatingSpeed.speedMax.percentile,skatingSpeed.speedMax.leagueAvg.imperial,skatingSpeed.speedMax.leagueAvg.metric,skatingSpeed.speedMax.overlay.player.firstName.default,skatingSpeed.speedMax.overlay.player.lastName.default,skatingSpeed.speedMax.overlay.gameDate,skatingSpeed.speedMax.overlay.awayTeam.abbrev,skatingSpeed.speedMax.overlay.awayTeam.score,skatingSpeed.speedMax.overlay.homeTeam.abbrev,skatingSpeed.speedMax.overlay.homeTeam.score,skatingSpeed.speedMax.overlay.gameOutcome.lastPeriodType,skatingSpeed.speedMax.overlay.periodDescriptor.maxRegulationPeriods,skatingSpeed.speedMax.overlay.periodDescriptor.number,skatingSpeed.speedMax.overlay.periodDescriptor.periodType,skatingSpeed.speedMax.overlay.timeInPeriod,skatingSpeed.speedMax.overlay.gameType,skatingSpeed.burstsOver20.value,skatingSpeed.burstsOver20.percentile,skatingSpeed.burstsOver20.leagueAvg.value,totalDistanceSkated.imperial,totalDistanceSkated.metric,totalDistanceSkated.percentile,totalDistanceSkated.leagueAvg.imperial,totalDistanceSkated.leagueAvg.metric,zoneTimeDetails.offensiveZonePctg,zoneTimeDetails.offensiveZonePercentile,zoneTimeDetails.offensiveZoneLeagueAvg,zoneTimeDetails.neutralZonePctg,zoneTimeDetails.neutralZonePercentile,zoneTimeDetails.neutralZoneLeagueAvg,zoneTimeDetails.defensiveZonePctg,zoneTimeDetails.defensiveZonePercentile,zoneTimeDetails.defensiveZoneLeagueAvg
2026-01-06 02:12:42,"[{'id': 20232024, 'gameTypes': [2]}, {'id': 20242025, 'gameTypes': [2]}, {'id': 20252026, 'gameTypes': [2]}]","[{'locationCode': 'all', 'shots': 103, 'shotsPercentile': 0.918, 'shotsLeagueAvg': 48.8, 'goals': 19, 'goalsPercentile': 0.9472, 'goalsLeagueAvg': 6.1909, 'shootingPctg': 0.1845, 'shootingPctgPercentile': 0.8982, 'shootingPctgLeagueAvg': 0.1269}, {'locationCode': 'high', 'shots': 24, 'shotsPercentile': 0.6794, 'shotsLeagueAvg': 17.8709, 'goals': 9, 'goalsPercentile': 0.9144, 'goalsLeagueAvg': 3.5109, 'shootingPctg': 0.375, 'shootingPctgPercentile': 0.9789, 'shootingPctgLeagueAvg': 0.1965}, {'locationCode': 'long', 'shots': 6, 'shotsPercentile': 0.6831, 'shotsLeagueAvg': 4.6418, 'goals': 0, 'goalsPercentile': 0.0, 'goalsLeagueAvg': 0.1527, 'shootingPctg': 0.0, 'shootingPctgPercentile': 0.0, 'shootingPctgLeagueAvg': 0.0329}, {'locationCode': 'mid', 'shots': 47, 'shotsPercentile': 0.9727, 'shotsLeagueAvg': 15.3218, 'goals': 7, 'goalsPercentile': 0.9508, 'goalsLeagueAvg': 1.7873, 'shootingPctg': 0.1489, 'shootingPctgPercentile': 0.6947, 'shootingPctgLeagueAvg': 0.1166}]","[{'area': 'Behind the Net', 'shots': 1, 'shotsPercentile': 0.674}, {'area': 'Beyond Red Line', 'shots': 3, 'shotsPercentile': 0.8907}, {'area': 'Center Point', 'shots': 3, 'shotsPercentile': 0.7632}, {'area': 'Crease', 'shots': 4, 'shotsPercentile': 0.7614}, {'area': 'High Slot', 'shots': 8, 'shotsPercentile': 0.7541}, {'area': 'L Circle', 'shots': 12, 'shotsPercentile': 0.898}, {'area': 'L Corner', 'shots': 0, 'shotsPercentile': 0.0}, {'area': 'L Net Side', 'shots': 2, 'shotsPercentile': 0.6393}, {'area': 'L Point', 'shots': 3, 'shotsPercentile': 0.776}, {'area': 'Low Slot', 'shots': 20, 'shotsPercentile': 0.6648}, {'area': 'Offensive Neutral Zone', 'shots': 2, 'shotsPercentile': 0.7013}, {'area': 'Outside L', 'shots': 5, 'shotsPercentile': 0.7923}, {'area': 'Outside R', 'shots': 6, 'shotsPercentile': 0.8725}, {'area': 'R Circle', 'shots': 27, 'shotsPercentile': 1.0}, {'area': 'R Corner', 'shots': 0, 'shotsPercentile': 0.0}, {'area': 'R Net Side', 'shots': 7, 'shotsPercentile': 0.9763}, {'area': 'R Point', 'shots': 0, 'shotsPercentile': 0.0}]",8484144,Connor,Bedard,2005-07-17,R,98,C,connor-bedard-8484144,https://assets.nhle.com/mugs/nhl/20252026/CHI/8484144.png,19,25,44,31,Blackhawks,Chicago,de Chicago,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg?season=20252026,https://assets.nhle.com/logos/nhl/svg/CHI_dark.svg?season=20252026,85.3,137.277,0.5974,82.8866,133.3931,Connor,Bedard,2025-11-05,CHI,5,VAN,2,REG,3,1,REG,03:54,2,22.3625,35.9889,0.6448,22.0273,35.4494,Connor,Bedard,2025-10-07,CHI,2,FLA,3,REG,3,1,REG,11:41,2,96,0.9107,43.0891,107.3309,172.724,0.7942,69.5659,111.95,0.42108465,0.5012048192771,0.42409851,0.1846976,0.8481927710843,0.17810297,0.39421775,0.5614457831325,0.39779852
